player,year,age,team,league,war,wins,losses,win_loss_percentage,earned_run_average,games,games_started,games_finished,complete_games,shoutouts,saves,innings_pitched,hits,runs,earned_runs,home_runs,walks,intentional_walks,strikeouts,hit_by_pitch,balks,wild_pitches,batters_faced,era_plus,fip,whip,hits_per9,home_runs_per9,walks_per9,strikeouts_per9,strikeout_walk_ratio
Josh Maciejewski*,2024,28,NYY,AL,0.1,0,0,,2.57,4,0,4,0,0,0,7.0,4,2,2,1,2,0,7,0,0,0,27,165.0,3.88,0.857,5.1,1.3,2.6,9.0,3.5
Wade Miley*,2024,37,MIL,NL,-0.1,0,1,0.0,6.43,2,2,0,0,0,0,7.0,6,5,5,1,4,0,2,1,1,0,30,66.0,6.59,1.429,7.7,1.3,5.1,2.6,0.5
Brooks Raley*,2024,36,NYM,NL,0.5,1,0,1.0,0.0,8,0,1,0,0,0,7.0,2,0,0,0,3,0,9,0,0,0,25,,1.88,0.714,2.6,0.0,3.9,11.6,3.0
Hurston Waldrep,2024,22,ATL,NL,-0.6,0,1,0.0,16.71,2,2,0,0,0,0,7.0,9,13,13,3,8,0,3,1,0,0,36,26.0,11.74,2.429,11.6,3.9,10.3,3.9,0.38
Colin Selby,2024,26,2TM,AL,0.2,0,0,,2.57,5,0,2,0,0,0,7.0,3,3,2,0,4,0,5,1,0,1,28,170.0,3.88,1.0,3.9,0.0,5.1,6.4,1.25
Colin Selby,2024,26,KCR,AL,-0.1,0,0,,6.0,2,0,1,0,0,0,3.0,2,3,2,0,2,0,0,0,0,1,13,77.0,5.17,1.333,6.0,0.0,6.0,0.0,0.0
Colin Selby,2024,26,BAL,AL,0.3,0,0,,0.0,3,0,1,0,0,0,4.0,1,0,0,0,2,0,5,1,0,0,15,,2.92,0.75,2.3,0.0,4.5,11.3,2.5
Jonathan Bermúdez*,2024,28,MIA,NL,-0.1,0,1,0.0,8.1,3,1,1,0,0,0,6.2,11,6,6,2,2,0,4,2,0,0,33,56.0,7.67,1.95,14.9,2.7,2.7,5.4,2.0
Isaiah Campbell,2024,26,BOS,AL,-1.3,0,1,0.0,16.2,8,0,1,0,0,0,6.2,14,13,12,3,2,0,6,0,0,1,37,27.0,8.12,2.4,18.9,4.1,2.7,8.1,3.0
Brandon Eisert*,2024,26,TOR,AL,0.0,0,0,,4.05,3,0,2,0,0,0,6.2,5,3,3,0,4,0,2,0,0,0,26,107.0,4.37,1.35,6.8,0.0,5.4,2.7,0.5
Matt Foster,2024,29,CHW,AL,0.3,0,1,0.0,2.7,6,1,1,0,0,0,6.2,5,2,2,1,5,0,4,0,0,0,30,162.0,6.17,1.5,6.8,1.4,6.8,5.4,0.8
Grant Hartwig,2024,26,NYM,NL,-0.1,0,0,,6.75,4,0,2,0,0,0,6.2,6,6,5,1,4,0,4,2,0,0,31,60.0,6.62,1.5,8.1,1.4,5.4,5.4,1.0
Kyle Hurt,2024,26,LAD,NL,0.1,0,1,0.0,1.35,3,1,0,0,0,0,6.2,8,2,1,0,1,0,3,0,0,0,27,311.0,2.72,1.35,10.8,0.0,1.4,4.1,3.0
Brandon Leibrandt*,2024,31,CIN,NL,-0.2,0,0,,9.95,2,0,1,0,0,0,6.1,11,7,7,3,2,0,5,0,0,0,32,47.0,8.69,2.053,15.6,4.3,2.8,7.1,2.5
Matt Andriese,2024,34,MIA,NL,-0.1,0,1,0.0,6.0,4,0,4,0,0,0,6.0,7,5,4,2,1,1,7,0,0,0,26,76.0,5.67,1.333,10.5,3.0,1.5,10.5,7.0
JB Bukauskas,2024,27,MIL,NL,0.2,0,0,,1.5,6,0,2,0,0,0,6.0,3,1,1,1,1,0,6,0,0,0,22,287.0,3.83,0.667,4.5,1.5,1.5,9.0,6.0
Luis Contreras,2024,28,HOU,AL,-0.1,0,0,,9.0,5,0,3,0,0,0,6.0,7,6,6,0,2,0,6,0,0,0,26,47.0,2.17,1.5,10.5,0.0,3.0,9.0,3.0
Jairo Iriarte,2024,22,CHW,AL,0.1,0,1,0.0,1.5,6,0,2,0,0,0,6.0,3,3,1,0,8,0,6,0,0,0,30,293.0,5.17,1.833,4.5,0.0,12.0,9.0,0.75
Jack Neely,2024,24,CHC,NL,-0.2,0,0,,9.0,6,0,6,0,0,0,6.0,8,6,6,2,2,0,7,0,0,1,28,47.0,6.17,1.667,12.0,3.0,3.0,10.5,3.5
Justin Bruihl*,2024,27,PIT,NL,-0.3,0,0,,9.53,7,0,0,0,0,0,5.2,9,6,6,1,1,1,5,1,0,1,27,47.0,4.75,1.765,14.3,1.6,1.6,7.9,5.0
Zach Brzykcy,2024,24,WSN,NL,-0.3,0,0,,14.29,6,0,1,0,0,0,5.2,9,9,9,2,3,0,4,0,0,0,28,30.0,7.93,2.118,14.3,3.2,4.8,6.4,1.33
Steven Cruz,2024,25,KCR,AL,0.2,0,0,,0.0,5,0,3,0,0,0,5.2,1,0,0,0,0,0,4,0,0,1,18,,1.75,0.176,1.6,0.0,0.0,6.4,
Daniel Robert,2024,29,TEX,AL,0.1,1,0,1.0,3.18,4,0,0,0,0,0,5.2,6,2,2,1,2,0,6,2,0,0,26,130.0,5.46,1.412,9.5,1.6,3.2,9.5,3.0
Amir Garrett*,2024,32,LAA,AL,0.0,0,0,,5.06,6,0,1,0,0,0,5.1,4,3,3,1,5,0,11,0,0,0,24,88.0,4.29,1.688,6.8,1.7,8.4,18.6,2.2
Jonathan Heasley,2024,27,BAL,AL,-0.6,0,1,0.0,16.88,4,0,2,0,0,0,5.1,10,11,10,2,3,0,4,1,0,1,29,24.0,8.79,2.438,16.9,3.4,5.1,6.8,1.33
Jose Hernandez*,2024,26,PIT,NL,0.2,1,1,0.5,3.38,7,0,2,0,0,1,5.1,5,2,2,1,4,1,4,0,1,1,25,134.0,6.35,1.688,8.4,1.7,6.8,6.8,1.0
Casey Kelly,2024,34,CIN,NL,0.0,0,0,,5.06,2,0,1,0,0,1,5.1,5,3,3,1,1,0,4,0,0,0,21,93.0,4.67,1.125,8.4,1.7,1.7,6.8,4.0
Isaac Mattson,2024,28,PIT,NL,0.0,0,0,,5.06,3,0,1,0,0,0,5.1,1,3,3,0,5,0,6,1,0,0,23,89.0,4.29,1.125,1.7,0.0,8.4,10.1,1.2
Víctor Mederos,2024,23,LAA,AL,-0.3,0,1,0.0,11.81,4,0,1,0,0,0,5.1,7,7,7,1,6,0,5,0,0,0,27,38.0,7.1,2.438,11.8,1.7,10.1,8.4,0.83
Nick Nelson,2024,28,PHI,NL,0.0,0,0,,5.06,4,0,4,0,0,0,5.1,8,3,3,0,2,0,8,1,0,0,26,89.0,1.85,1.875,13.5,0.0,3.4,13.5,4.0
Kodai Senga,2024,31,NYM,NL,0.1,1,0,1.0,3.38,1,1,0,0,0,0,5.1,2,2,2,1,1,0,9,1,0,0,20,123.0,3.35,0.563,3.4,1.7,1.7,15.2,9.0
Jordan Lyles,2024,33,KCR,AL,0.2,0,0,,0.0,5,0,3,0,0,0,5.0,2,0,0,0,2,0,3,0,0,0,19,,3.17,0.8,3.6,0.0,3.6,5.4,1.5
Tucker Davidson*,2024,28,BAL,AL,0.4,1,0,1.0,0.0,1,0,0,0,0,0,4.2,4,0,0,0,2,0,1,0,0,0,19,,4.02,1.286,7.7,0.0,3.9,1.9,0.5
Ty Adcock,2024,27,NYM,NL,-0.4,0,0,,14.54,3,0,1,0,0,0,4.1,7,7,7,4,2,0,3,0,0,0,21,29.0,15.17,2.077,14.5,8.3,4.2,6.2,1.5
Anthony Gose*,2024,33,CLE,AL,-0.2,0,0,,10.38,3,0,3,0,0,0,4.1,9,5,5,2,1,0,4,0,0,1,22,42.0,8.01,2.308,18.7,4.2,2.1,8.3,4.0
Kiké Hernández,2024,32,LAD,NL,0.0,0,0,,4.15,4,0,4,0,0,0,4.1,5,2,2,0,0,0,0,0,0,0,18,104.0,3.17,1.154,10.4,0.0,0.0,0.0,
Dinelson Lamet,2024,31,LAD,NL,0.0,0,0,,2.08,3,0,2,0,0,1,4.1,2,2,1,1,2,1,3,0,0,1,18,208.0,6.17,0.923,4.2,2.1,4.2,6.2,1.5
Austin Pruitt,2024,34,TEX,AL,-0.3,0,0,,12.46,4,0,3,0,0,0,4.1,8,6,6,3,3,1,1,0,0,0,24,34.0,13.78,2.538,16.6,6.2,6.2,2.1,0.33
AJ Smith-Shawver,2024,21,ATL,NL,0.3,0,0,,0.0,1,1,0,0,0,0,4.1,3,0,0,0,2,0,4,0,0,0,18,,2.7,1.154,6.2,0.0,4.2,8.3,2.0
Eli Villalobos,2024,27,MIA,NL,0.1,0,0,,2.08,3,0,1,0,0,0,4.1,3,1,1,1,2,0,3,0,0,0,18,224.0,6.17,1.154,6.2,2.1,4.2,6.2,1.5
Jake Bauers*,2024,28,MIL,NL,0.0,0,0,,4.5,4,0,4,0,0,0,4.0,5,2,2,0,4,0,1,0,0,0,20,99.0,5.67,2.25,11.3,0.0,9.0,2.3,0.25
Caleb Boushley,2024,30,MIN,AL,0.0,0,0,,4.5,2,0,1,0,0,0,4.0,6,2,2,0,2,0,1,0,0,0,20,101.0,4.17,2.0,13.5,0.0,4.5,2.3,0.5
Alan Busenitz,2024,33,CIN,NL,-0.3,0,0,,13.5,3,0,2,0,0,0,4.0,9,7,6,1,0,0,3,0,0,0,21,36.0,4.92,2.25,20.3,2.3,0.0,6.8,
Daniel Duarte,2024,27,MIN,AL,0.1,1,0,1.0,2.25,2,0,0,0,0,0,4.0,2,1,1,1,1,0,3,0,0,0,15,203.0,5.67,0.75,4.5,2.3,2.3,6.8,3.0
Kyle Farmer,2024,33,MIN,AL,0.0,0,0,,6.75,3,0,3,0,0,0,4.0,7,3,3,0,1,0,0,0,0,0,19,68.0,3.92,2.0,15.8,0.0,2.3,0.0,0.0
Vladimir Gutierrez,2024,28,MIA,NL,-0.1,0,0,,6.75,1,0,0,0,0,0,4.0,3,3,3,1,2,0,4,0,0,0,17,69.0,5.92,1.25,6.8,2.3,4.5,9.0,2.0
Jackson Jobe,2024,21,DET,AL,0.1,0,0,,0.0,2,0,1,0,0,0,4.0,1,0,0,0,1,0,2,0,0,0,16,,2.92,0.5,2.3,0.0,2.3,4.5,2.0
Jonathan Loáisiga,2024,29,NYY,AL,0.3,1,0,1.0,0.0,3,0,0,0,0,0,4.0,7,0,0,0,1,0,3,0,0,0,20,,2.42,2.0,15.8,0.0,2.3,6.8,3.0
Germán Márquez,2024,29,COL,NL,-0.1,0,0,,6.75,1,1,0,0,0,0,4.0,5,3,3,1,4,0,3,0,0,0,20,74.0,7.92,2.25,11.3,2.3,9.0,6.8,0.75
Chayce McDermott,2024,25,BAL,AL,-0.1,0,0,,6.75,1,1,0,0,0,0,4.0,5,3,3,1,2,0,3,0,0,0,18,62.0,6.42,1.75,11.3,2.3,4.5,6.8,1.5
Zach Penrod*,2024,27,BOS,AL,0.1,0,0,,2.25,7,0,0,0,0,0,4.0,3,2,1,0,4,0,3,1,0,1,20,203.0,5.42,1.75,6.8,0.0,9.0,6.8,0.75
Gerardo Reyes,2024,31,OAK,AL,-0.1,0,0,,4.5,3,0,2,0,0,0,4.0,4,3,2,0,3,0,2,0,0,1,18,96.0,4.42,1.75,9.0,0.0,6.8,4.5,0.67
Emmanuel Rivera,2024,28,MIA,NL,-0.1,0,0,,9.0,4,0,4,0,0,0,4.0,7,4,4,1,0,0,0,1,0,0,20,52.0,7.17,1.75,15.8,2.3,0.0,0.0,
Bryan Shaw,2024,36,CHW,AL,-0.2,0,1,0.0,9.0,5,0,3,0,0,0,4.0,8,5,4,1,4,1,4,0,0,1,24,50.0,7.42,3.0,18.0,2.3,9.0,9.0,1.0
Justin Sterner,2024,27,TBR,AL,0.0,0,0,,2.25,2,0,1,0,0,0,4.0,5,2,1,0,1,1,4,0,0,0,19,194.0,1.92,1.5,11.3,0.0,2.3,9.0,4.0
Garrett Stubbs,2024,31,PHI,NL,-0.2,0,0,,15.75,4,0,4,0,0,0,4.0,6,7,7,2,2,0,0,0,0,0,19,29.0,11.17,2.0,13.5,4.5,4.5,0.0,0.0
Naoyuki Uwasawa,2024,30,BOS,AL,0.1,0,0,,2.25,2,0,2,0,0,0,4.0,2,1,1,0,2,0,3,0,0,0,16,203.0,3.17,1.0,4.5,0.0,4.5,6.8,1.5
Luke Williams,2024,27,ATL,NL,0.0,0,0,,4.5,3,0,3,0,0,0,4.0,5,2,2,0,1,0,0,1,0,0,19,101.0,4.67,1.5,11.3,0.0,2.3,0.0,0.0
Ricky Vanasco,2024,25,2TM,2LG,0.0,1,0,1.0,6.75,4,0,1,0,0,0,4.0,3,3,3,0,0,0,1,0,0,0,15,71.0,2.67,0.75,6.8,0.0,0.0,2.3,
Ricky Vanasco,2024,25,LAD,NL,-0.1,0,0,,13.5,2,0,1,0,0,0,2.0,3,3,3,0,0,0,1,0,0,0,9,35.0,2.17,1.5,13.5,0.0,0.0,4.5,
Ricky Vanasco,2024,25,DET,AL,0.1,1,0,1.0,0.0,2,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,6,,3.17,0.0,0.0,0.0,0.0,0.0,
Dan Altavilla,2024,31,KCR,AL,-0.3,0,1,0.0,14.73,5,1,0,0,0,0,3.2,5,6,6,1,3,0,5,1,0,0,21,31.0,7.26,2.182,12.3,2.5,7.4,12.3,1.67
Clayton Beeter,2024,25,NYY,AL,0.0,0,0,,4.91,3,0,1,0,0,0,3.2,4,2,2,0,1,0,5,0,0,0,15,90.0,1.26,1.364,9.8,0.0,2.5,12.3,5.0
Rich Hill*,2024,44,BOS,AL,0.0,0,1,0.0,4.91,4,0,1,0,0,0,3.2,1,2,2,1,3,0,5,1,0,0,15,94.0,7.26,1.091,2.5,2.5,7.4,12.3,1.67
Luke Maile,2024,33,CIN,NL,-0.2,0,0,,14.73,3,0,3,0,0,0,3.2,6,6,6,1,0,0,0,0,0,0,18,33.0,6.71,1.636,14.7,2.5,0.0,0.0,
David Buchanan,2024,35,CIN,NL,0.1,0,0,,2.7,1,0,0,0,0,0,3.1,2,1,1,0,2,0,1,0,0,0,14,181.0,4.37,1.2,5.4,0.0,5.4,2.7,0.5
Mike Burrows,2024,24,PIT,NL,0.0,1,0,1.0,2.7,1,0,0,0,0,0,3.1,2,2,1,1,3,0,2,0,0,0,14,173.0,8.57,1.5,5.4,2.7,8.1,5.4,0.67
Scott Effross,2024,30,NYY,AL,0.0,0,0,,5.4,3,0,1,0,0,0,3.1,3,2,2,1,2,0,2,0,0,0,14,83.0,7.67,1.5,8.1,2.7,5.4,5.4,1.0
Edgardo Henriquez,2024,22,LAD,NL,0.1,0,0,,2.7,3,0,1,0,0,1,3.1,2,1,1,0,2,0,5,0,0,1,14,164.0,1.97,1.2,5.4,0.0,5.4,13.5,2.5
Riley Pint,2024,26,COL,NL,-0.4,0,0,,21.6,4,0,1,0,0,0,3.1,5,8,8,2,5,0,7,2,0,4,22,24.0,13.07,3.0,13.5,5.4,13.5,18.9,1.4
Orlando Ribalta,2024,26,WSN,NL,-0.1,0,0,,13.5,4,0,3,0,0,0,3.1,10,5,5,0,2,0,3,1,0,0,23,33.0,4.07,3.6,27.0,0.0,5.4,8.1,1.5
Jackson Stephens,2024,30,ATL,NL,0.1,0,0,,2.7,3,0,3,0,0,0,3.1,5,1,1,1,1,0,2,1,0,0,17,172.0,7.67,1.8,13.5,2.7,2.7,5.4,2.0
Forrest Whitley,2024,26,HOU,AL,0.0,0,0,,0.0,3,0,2,0,0,0,3.1,5,2,0,0,3,0,5,1,0,0,20,,3.77,2.4,13.5,0.0,8.1,13.5,1.67
Tyler Zuber,2024,29,TBR,AL,0.1,0,0,,2.7,2,0,0,0,0,0,3.1,3,1,1,1,2,0,4,0,0,0,15,164.0,6.47,1.5,8.1,2.7,5.4,10.8,2.0
Tyler Fitzgerald,2024,26,SFG,NL,-0.1,0,0,,9.0,3,0,3,0,0,0,3.0,6,3,3,0,0,0,0,0,0,0,14,49.0,3.17,2.0,18.0,0.0,0.0,0.0,
Brent Headrick*,2024,26,MIN,AL,0.1,0,0,,3.0,1,0,0,0,0,0,3.0,2,1,1,1,2,0,5,0,0,0,13,156.0,6.17,1.333,6.0,3.0,6.0,15.0,2.5
Andrew Knizner,2024,29,TEX,AL,0.1,0,0,,0.0,2,0,2,0,0,0,3.0,1,0,0,0,2,0,0,0,0,0,11,,5.17,1.0,3.0,0.0,6.0,0.0,0.0
Trevor McDonald,2024,23,SFG,NL,0.1,0,0,,0.0,1,0,1,0,0,0,3.0,0,0,0,0,1,0,1,0,0,0,10,,3.5,0.333,0.0,0.0,3.0,3.0,1.0
Cristian Mena,2024,21,ARI,NL,-0.2,0,0,,12.0,1,1,0,0,0,0,3.0,4,4,4,2,3,0,2,0,1,0,15,39.0,13.5,2.333,12.0,6.0,9.0,6.0,0.67
Dominic Smith*,2024,29,BOS,AL,0.1,0,0,,0.0,3,0,3,0,0,0,3.0,2,0,0,0,1,0,0,0,0,0,11,,4.17,1.0,6.0,0.0,3.0,0.0,0.0
Owen White,2024,24,TEX,AL,-0.3,0,0,,24.0,3,0,2,0,0,0,3.0,9,8,8,1,1,0,0,0,0,0,18,18.0,8.5,3.333,27.0,3.0,3.0,0.0,0.0
Connor Brogdon,2024,29,2TM,NL,-0.8,0,1,0.0,24.0,4,0,2,0,0,0,3.0,5,9,8,4,6,0,3,0,0,1,19,21.0,24.5,3.667,15.0,12.0,18.0,9.0,0.5
Connor Brogdon,2024,29,PHI,NL,-0.7,0,1,0.0,27.0,3,0,1,0,0,0,2.0,3,7,6,2,6,0,3,0,0,1,14,18.0,22.17,4.5,13.5,9.0,27.0,13.5,0.5
Connor Brogdon,2024,29,LAD,NL,-0.1,0,0,,18.0,1,0,1,0,0,0,1.0,2,2,2,2,0,0,0,0,0,0,5,31.0,29.17,2.0,18.0,18.0,0.0,0.0,
Luis Guillorme,2024,29,2TM,2LG,-0.1,0,0,,12.0,3,0,3,0,0,0,3.0,4,4,4,1,2,0,0,0,0,0,15,43.0,9.5,2.0,12.0,3.0,6.0,0.0,0.0
Luis Guillorme,2024,29,ATL,NL,-0.1,0,0,,36.0,1,0,1,0,0,0,1.0,3,4,4,1,1,0,0,0,0,0,7,16.0,19.17,4.0,27.0,9.0,9.0,0.0,0.0
Luis Guillorme,2024,29,LAA,AL,0.1,0,0,,0.0,2,0,2,0,0,0,2.0,1,0,0,0,1,0,0,0,0,0,8,,4.67,1.0,4.5,0.0,4.5,0.0,0.0
Joe Jacques*,2024,29,2TM,2LG,-0.1,0,0,,9.0,2,0,0,0,0,0,3.0,6,3,3,1,1,0,2,1,0,1,16,58.0,8.17,2.333,18.0,3.0,3.0,6.0,2.0
Joe Jacques*,2024,29,BOS,AL,0.0,0,0,,5.4,1,0,0,0,0,0,1.2,3,1,1,0,0,0,2,1,0,1,9,94.0,2.57,1.8,16.2,0.0,0.0,10.8,
Joe Jacques*,2024,29,ARI,NL,-0.1,0,0,,13.5,1,0,0,0,0,0,1.1,3,2,2,1,1,0,0,0,0,0,7,39.0,15.17,3.0,20.3,6.8,6.8,0.0,0.0
Jonathan Bowlan,2024,27,KCR,AL,-0.2,0,1,0.0,13.5,1,1,0,0,0,0,2.2,6,4,4,3,3,0,3,0,0,0,17,35.0,18.92,3.375,20.3,10.1,10.1,10.1,1.0
Julio Teheran,2024,33,NYM,NL,-0.2,0,0,,13.5,1,1,0,0,0,0,2.2,6,4,4,1,2,0,3,0,0,0,16,33.0,8.04,3.0,20.3,3.4,6.8,10.1,1.5
Rowdy Tellez*,2024,29,PIT,NL,0.0,0,0,,6.75,3,0,3,0,0,0,2.2,5,2,2,0,1,0,0,2,0,0,15,71.0,6.54,2.25,16.9,0.0,3.4,0.0,0.0
John Curtiss,2024,31,COL,NL,-0.2,0,0,,15.43,3,0,2,0,0,0,2.1,6,4,4,2,0,0,1,0,0,0,12,34.0,13.45,2.571,23.1,7.7,0.0,3.9,
Parker Dunshee,2024,29,ATL,NL,-0.1,0,0,,19.29,1,0,0,0,0,0,2.1,4,5,5,2,2,0,3,1,0,0,14,25.0,15.59,2.571,15.4,7.7,7.7,11.6,1.5
Seth Johnson,2024,25,PHI,NL,-0.4,0,1,0.0,34.71,1,1,0,0,0,0,2.1,8,9,9,1,3,0,0,0,0,0,18,14.0,12.59,4.714,30.9,3.9,11.6,0.0,0.0
Ryan Loutos,2024,25,STL,NL,0.1,0,0,,0.0,3,0,3,0,0,0,2.1,2,0,0,0,1,0,0,0,0,0,10,,4.45,1.286,7.7,0.0,3.9,0.0,0.0
Justin Topa,2024,33,MIN,AL,0.2,0,0,,0.0,3,0,2,0,0,0,2.1,1,0,0,0,0,0,2,0,0,0,8,,1.45,0.429,3.9,0.0,0.0,7.7,
Tejay Antone,2024,30,CIN,NL,0.0,0,0,,4.5,4,0,2,0,0,0,2.0,2,2,1,0,4,0,2,0,0,0,11,115.0,7.17,3.0,9.0,0.0,18.0,9.0,0.5
Dylan Dodd*,2024,26,ATL,NL,-0.1,0,0,,9.0,1,0,1,0,0,0,2.0,4,2,2,0,1,0,2,0,0,0,9,55.0,2.67,2.5,18.0,0.0,4.5,9.0,2.0
Jake Eder*,2024,25,CHW,AL,0.0,0,0,,4.5,1,0,1,0,0,0,2.0,2,1,1,0,1,0,1,1,0,1,9,109.0,5.17,1.5,9.0,0.0,4.5,4.5,1.0
Ian Gibaut,2024,30,CIN,NL,0.0,0,0,,4.5,2,0,0,0,0,0,2.0,3,1,1,0,1,0,1,0,0,0,10,115.0,3.67,2.0,13.5,0.0,4.5,4.5,1.0
Austin Hedges,2024,31,CLE,AL,0.1,0,0,,0.0,1,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,0,6,,4.67,0.5,0.0,0.0,4.5,0.0,0.0
David Hensley,2024,28,MIA,NL,0.0,0,0,,9.0,1,0,1,0,0,0,2.0,2,2,2,0,1,0,0,1,0,0,10,56.0,6.17,1.5,9.0,0.0,4.5,0.0,0.0
Isiah Kiner-Falefa,2024,29,TOR,AL,0.0,0,0,,4.5,2,0,2,0,0,0,2.0,1,1,1,0,2,0,0,0,0,0,9,108.0,6.17,1.5,4.5,0.0,9.0,0.0,0.0
Zac Kristofak,2024,26,LAA,AL,0.0,0,0,,0.0,1,0,1,0,0,0,2.0,3,2,0,0,2,0,2,0,0,0,11,,4.17,2.5,13.5,0.0,9.0,9.0,1.0
Zach Logue*,2024,28,LAD,NL,-0.2,0,0,,18.0,2,0,1,0,0,0,2.0,6,4,4,1,0,0,4,0,0,0,12,26.0,5.67,3.0,27.0,4.5,0.0,18.0,
Zach McKinstry,2024,29,DET,AL,-0.1,0,0,,9.0,3,0,3,0,0,0,2.0,1,2,2,1,1,0,0,0,0,0,8,54.0,11.17,1.0,4.5,4.5,4.5,0.0,0.0
Owen Miller,2024,27,MIL,NL,-0.1,0,0,,18.0,1,0,1,0,0,0,2.0,5,4,4,1,1,0,0,0,0,0,12,27.0,11.17,3.0,22.5,4.5,4.5,0.0,0.0
Leo Rivas,2024,26,SEA,AL,0.0,0,0,,0.0,2,0,2,0,0,0,2.0,2,1,0,0,0,0,0,0,0,0,9,,3.17,1.0,9.0,0.0,0.0,0.0,
Josh Rojas,2024,30,SEA,AL,0.0,0,0,,9.0,2,0,2,0,0,0,2.0,1,2,2,1,2,0,0,0,0,0,8,50.0,12.67,1.5,4.5,4.5,9.0,0.0,0.0
Ben Rortvedt,2024,26,TBR,AL,0.0,0,0,,4.5,1,0,1,0,0,0,2.0,3,1,1,1,2,0,1,0,0,0,11,105.0,11.67,2.5,13.5,4.5,9.0,4.5,0.5
Alex Speas,2024,26,HOU,AL,0.0,0,0,,4.5,1,0,1,0,0,0,2.0,2,1,1,1,1,0,2,0,0,0,8,105.0,9.17,1.5,9.0,4.5,4.5,9.0,2.0
Jose Trevino,2024,31,NYY,AL,-0.1,0,0,,13.5,2,0,2,0,0,0,2.0,5,3,3,0,2,0,0,0,0,0,13,35.0,6.17,3.5,22.5,0.0,9.0,0.0,0.0
Ildemaro Vargas,2024,32,WSN,NL,0.0,0,0,,4.5,2,0,2,0,0,0,2.0,3,1,1,1,0,0,0,1,0,0,9,106.0,11.17,1.5,13.5,4.5,0.0,0.0,
Vidal Bruján,2024,26,MIA,NL,-0.3,0,0,,43.2,2,0,1,0,0,0,1.2,7,8,8,2,3,0,1,1,0,0,16,12.0,24.77,6.0,37.8,10.8,16.2,5.4,0.33
Brady Feigl*,2024,33,PIT,NL,-0.2,0,0,,32.4,1,0,0,0,0,0,1.2,7,6,6,1,0,0,0,0,0,0,11,16.0,10.97,4.2,37.8,5.4,0.0,0.0,
Eric Orze,2024,26,NYM,NL,-0.2,0,1,0.0,21.6,2,0,0,0,0,0,1.2,3,4,4,1,2,0,1,1,0,0,11,22.0,15.17,3.0,16.2,5.4,10.8,5.4,0.5
Willi Castro,2024,27,MIN,AL,0.1,0,0,,0.0,2,0,2,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,4,,3.17,0.0,0.0,0.0,0.0,0.0,
Brandon Crawford,2024,37,STL,NL,-0.1,0,0,,27.0,1,0,1,0,0,0,1.1,3,4,4,0,2,0,0,1,0,0,10,20.0,9.92,3.75,20.3,0.0,13.5,0.0,0.0
Gavin Hollowell,2024,26,CHC,NL,0.1,0,0,,0.0,1,0,1,0,0,0,1.1,2,0,0,0,0,0,1,0,0,0,6,,1.67,1.5,13.5,0.0,0.0,6.8,
Matt Wallner,2024,26,MIN,AL,0.1,0,0,,0.0,1,0,1,0,0,0,1.1,2,0,0,0,0,0,0,0,0,0,6,,3.17,1.5,13.5,0.0,0.0,0.0,
Andrew Wantz,2024,28,LAA,AL,0.0,0,0,,6.75,1,0,0,0,0,0,1.1,1,1,1,1,1,0,3,0,0,0,6,79.0,10.67,1.5,6.8,6.8,6.8,20.3,3.0
Eddy Alvarez,2024,34,NYM,NL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,1,0,0,5,,4.17,1.0,9.0,0.0,0.0,9.0,
Tucker Barnhart,2024,33,ARI,NL,-0.1,0,0,,18.0,1,0,1,0,0,0,1.0,4,2,2,1,0,0,0,0,0,0,7,32.0,16.17,4.0,36.0,9.0,0.0,0.0,
David Bote,2024,31,CHC,NL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,1,0,0,0,1,0,0,0,0,0,5,,6.17,2.0,9.0,0.0,9.0,0.0,0.0
Raymond Burgos*,2024,25,SFG,NL,-0.1,0,0,,9.0,1,0,0,0,0,0,1.0,3,1,1,0,1,0,1,0,0,0,7,60.0,4.17,4.0,27.0,0.0,9.0,9.0,1.0
Marc Church,2024,23,TEX,AL,0.0,0,0,,0.0,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,,1.17,1.0,9.0,0.0,0.0,9.0,
Kody Clemens,2024,28,PHI,NL,0.0,0,0,,9.0,1,0,1,0,0,0,1.0,2,1,1,1,1,0,0,0,0,0,6,64.0,19.17,3.0,18.0,9.0,9.0,0.0,0.0
Ernie Clement,2024,28,TOR,AL,0.0,0,0,,9.0,1,0,1,0,0,0,1.0,2,1,1,0,0,0,0,0,0,0,5,63.0,3.17,2.0,18.0,0.0,0.0,0.0,
Dylan Coleman,2024,27,HOU,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,4,,4.17,1.0,0.0,0.0,9.0,9.0,1.0
Miguel Díaz,2024,29,HOU,AL,0.0,0,0,,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.17,0.0,0.0,0.0,0.0,0.0,
Lucas Gilbreath*,2024,28,COL,NL,-0.4,0,0,,54.0,3,0,0,0,0,0,1.0,7,6,6,1,1,0,0,1,0,0,12,11.0,22.17,8.0,63.0,9.0,9.0,0.0,0.0
